,Id,Availability,MedicalCondition,UTEExperience,WorkerResilience,WorkerPreference,ProductionPriority,DueDate,FinalAllocation
0,100001.0,1.0,0.0,1.0,0.82,0.61379246082522,0.0,9.0,0.0
1,100002.0,1.0,0.0,0.0,0.93,0.32990070038178226,0.0,9.0,0.0
2,100003.0,0.0,1.0,1.0,0.24,0.25900613444536147,0.0,9.0,0.0
3,100004.0,1.0,1.0,1.0,0.5,0.36466458818639064,0.0,9.0,0.0
4,100005.0,0.0,1.0,1.0,0.13,0.3229931131134614,0.0,9.0,0.0
5,100006.0,1.0,0.0,0.0,0.14,0.1436574296393319,0.0,9.0,0.0
6,100007.0,1.0,1.0,1.0,0.49,0.4298565587642363,0.0,9.0,0.0
7,100008.0,0.0,0.0,0.0,0.49,0.4499939303320507,0.0,9.0,0.0
8,100009.0,1.0,1.0,1.0,0.99,0.3711158958446752,0.0,9.0,0.0
9,100010.0,1.0,1.0,0.0,0.71,0.31245333660805563,0.0,9.0,0.0
10,100011.0,1.0,1.0,0.0,0.44,0.3665517848797381,0.0,9.0,0.0
11,100012.0,1.0,0.0,0.0,0.07,0.3116136406375236,0.0,9.0,0.0
12,100013.0,1.0,0.0,0.0,0.35,0.3688855392588675,0.0,9.0,0.0
13,100014.0,0.0,1.0,0.0,0.91,0.5163628130548108,0.0,9.0,0.0
14,100015.0,1.0,0.0,0.0,0.09,0.060472813353674174,0.0,9.0,0.0
15,100016.0,1.0,0.0,0.0,0.29,0.572632943354365,0.0,9.0,0.0
16,100017.0,1.0,1.0,1.0,0.7,0.6933131708541317,0.0,9.0,0.0
17,100018.0,0.0,0.0,1.0,0.81,0.04607110105410968,0.0,9.0,0.0
18,100019.0,0.0,0.0,0.0,0.69,0.34631342245934366,0.0,9.0,0.0
19,100020.0,0.0,1.0,1.0,0.8,0.0771720874958356,0.0,9.0,0.0
20,100021.0,1.0,1.0,0.0,0.5,0.3467459955543057,0.0,9.0,0.0
21,100022.0,0.0,0.0,0.0,0.41,0.8170619354127118,0.0,9.0,0.0
22,100023.0,0.0,1.0,1.0,0.24,0.4373793191381467,0.0,9.0,0.0
23,100024.0,0.0,0.0,0.0,0.82,0.2786470311046165,0.0,9.0,0.0
24,100025.0,0.0,0.0,0.0,0.72,0.3349858983499115,0.0,9.0,0.0
25,100026.0,1.0,0.0,1.0,0.04,0.24447229447836533,0.0,9.0,0.0
26,100027.0,1.0,0.0,0.0,0.78,0.14519333080130453,0.0,9.0,0.0
27,100028.0,0.0,0.0,1.0,0.25,0.42907895745320124,0.0,9.0,0.0
28,100029.0,1.0,1.0,0.0,0.96,0.4629079989906673,0.0,9.0,1.0
29,100030.0,0.0,0.0,0.0,0.87,0.49782386457668065,0.0,9.0,0.0
30,100031.0,0.0,0.0,1.0,0.54,0.4533218411868448,0.0,9.0,0.0
31,100032.0,1.0,1.0,0.0,0.15,0.26185102746716826,0.0,9.0,0.0
