,Id,Availability,MedicalCondition,UTEExperience,WorkerResilience,WorkerPreference,ProductionPriority,DueDate,FinalAllocation
0,100001.0,1.0,0.0,1.0,0.63,0.4921121704034707,0.0,1.0,0.0
1,100002.0,0.0,1.0,0.0,0.7,0.0805004074807475,0.0,1.0,0.0
2,100003.0,1.0,0.0,1.0,0.76,0.29693029841522584,0.0,1.0,0.0
3,100004.0,1.0,1.0,0.0,0.12,0.08126386265841101,0.0,1.0,0.0
4,100005.0,0.0,1.0,0.0,0.66,0.619957749402687,0.0,1.0,0.0
5,100006.0,0.0,0.0,0.0,0.05,0.4020014003904716,0.0,1.0,0.0
6,100007.0,0.0,0.0,0.0,0.55,0.04277578930631687,0.0,1.0,0.0
7,100008.0,1.0,1.0,0.0,0.56,0.3757933044514469,0.0,1.0,0.0
8,100009.0,1.0,0.0,1.0,0.08,0.3453940556107655,0.0,1.0,0.0
9,100010.0,1.0,1.0,0.0,0.59,0.7561806362316792,0.0,1.0,1.0
10,100011.0,1.0,0.0,1.0,0.26,0.5037731520348663,0.0,1.0,0.0
11,100012.0,1.0,1.0,1.0,0.74,0.15889157961034528,0.0,1.0,0.0
12,100013.0,1.0,1.0,1.0,0.88,0.15407651963011015,0.0,1.0,0.0
13,100014.0,1.0,0.0,1.0,0.19,0.7495275331809306,0.0,1.0,0.0
14,100015.0,0.0,1.0,1.0,0.77,0.04445189772067779,0.0,1.0,0.0
15,100016.0,1.0,1.0,1.0,0.43,0.6144636244687317,0.0,1.0,0.0
16,100017.0,0.0,1.0,0.0,0.31,0.06334608182124551,0.0,1.0,0.0
17,100018.0,1.0,0.0,0.0,0.92,0.06851417857163275,0.0,1.0,0.0
18,100019.0,1.0,1.0,0.0,0.83,0.08672283429486713,0.0,1.0,0.0
19,100020.0,1.0,0.0,0.0,0.91,0.41646833607605005,0.0,1.0,0.0
20,100021.0,0.0,0.0,1.0,0.71,0.0800746397778324,0.0,1.0,0.0
21,100022.0,1.0,1.0,0.0,0.3,0.37145716211400603,0.0,1.0,0.0
22,100023.0,1.0,1.0,1.0,0.98,0.39614208168342996,0.0,1.0,0.0
23,100024.0,1.0,0.0,1.0,0.05,0.16959073357966084,0.0,1.0,0.0
24,100025.0,0.0,1.0,0.0,0.14,0.24836327480949308,0.0,1.0,0.0
25,100026.0,0.0,1.0,1.0,0.95,0.2101583633344924,0.0,1.0,0.0
26,100027.0,0.0,1.0,0.0,0.67,0.34916676588961804,0.0,1.0,0.0
27,100028.0,1.0,1.0,0.0,0.37,0.1870592358778212,0.0,1.0,0.0
28,100029.0,1.0,0.0,1.0,0.09,0.35843299070245827,0.0,1.0,0.0
29,100030.0,1.0,1.0,0.0,0.9,0.5145720259125411,0.0,1.0,1.0
30,100031.0,1.0,0.0,0.0,0.17,0.2809096759162772,0.0,1.0,0.0
31,100032.0,0.0,0.0,0.0,0.89,0.4672680496871426,0.0,1.0,0.0
32,100033.0,0.0,1.0,0.0,0.89,0.4143678945529041,0.0,1.0,0.0
33,100034.0,0.0,1.0,0.0,0.22,0.37852500502191383,0.0,1.0,0.0
