,Id,Availability,MedicalCondition,UTEExperience,WorkerResilience,WorkerPreference,ProductionPriority,DueDate,FinalAllocation
0,100001.0,1.0,0.0,1.0,0.56,0.25866805056002706,1.0,4.0,0.0
1,100002.0,0.0,0.0,1.0,0.29,0.16342443599444756,1.0,4.0,0.0
2,100003.0,1.0,0.0,1.0,0.08,0.7957392239491363,1.0,4.0,0.0
3,100004.0,1.0,0.0,1.0,0.24,0.29023441619908696,1.0,4.0,0.0
4,100005.0,1.0,0.0,1.0,0.71,0.37743011984328895,1.0,4.0,0.0
5,100006.0,0.0,1.0,0.0,0.82,0.058755151873633976,1.0,4.0,0.0
6,100007.0,1.0,0.0,0.0,0.03,0.2573081333778318,1.0,4.0,0.0
7,100008.0,1.0,1.0,0.0,0.43,0.1104481134808684,1.0,4.0,0.0
8,100009.0,0.0,1.0,0.0,0.81,0.22730983960911405,1.0,4.0,0.0
9,100010.0,0.0,0.0,0.0,0.07,0.4553885267743068,1.0,4.0,0.0
10,100011.0,1.0,1.0,1.0,0.86,0.22397324211223502,1.0,4.0,0.0
11,100012.0,1.0,0.0,0.0,0.72,0.5225565975038543,1.0,4.0,0.0
12,100013.0,1.0,1.0,0.0,0.09,0.06352177335831213,1.0,4.0,0.0
13,100014.0,1.0,0.0,0.0,0.08,0.027182131271754954,1.0,4.0,0.0
14,100015.0,0.0,0.0,1.0,0.08,0.20510343710164955,1.0,4.0,0.0
15,100016.0,1.0,0.0,0.0,0.76,0.057779774315171714,1.0,4.0,0.0
16,100017.0,1.0,1.0,0.0,0.87,0.4461918044527883,1.0,4.0,1.0
17,100018.0,0.0,1.0,0.0,0.47,0.05856591525765185,1.0,4.0,0.0
18,100019.0,0.0,1.0,1.0,0.85,0.023222006733487534,1.0,4.0,0.0
19,100020.0,0.0,0.0,0.0,0.72,0.4255140005614678,1.0,4.0,0.0
20,100021.0,1.0,1.0,0.0,0.86,0.40962855010762683,1.0,4.0,1.0
21,100022.0,0.0,1.0,1.0,0.7,0.43741058567619046,1.0,4.0,0.0
22,100023.0,0.0,0.0,0.0,0.42,0.64706620872802,1.0,4.0,0.0
23,100024.0,0.0,0.0,0.0,0.28,0.18517826501633933,1.0,4.0,0.0
24,100025.0,1.0,0.0,0.0,0.48,0.31784345116259316,1.0,4.0,0.0
25,100026.0,0.0,1.0,0.0,0.84,0.20784519614043248,1.0,4.0,0.0
26,100027.0,0.0,0.0,0.0,0.02,0.307574127265291,1.0,4.0,0.0
27,100028.0,1.0,0.0,1.0,0.41,0.530970728743836,1.0,4.0,0.0
28,100029.0,1.0,0.0,1.0,0.78,0.3527995607303595,1.0,4.0,0.0
29,100030.0,0.0,1.0,1.0,0.03,0.1866864801223512,1.0,4.0,0.0
30,100031.0,0.0,1.0,1.0,0.67,0.3257064646416142,1.0,4.0,0.0
31,100032.0,0.0,1.0,0.0,0.22,0.08249100845375427,1.0,4.0,0.0
32,100033.0,0.0,1.0,0.0,0.07,0.3626848875459642,1.0,4.0,0.0
33,100034.0,1.0,1.0,1.0,0.84,0.3459581767460874,1.0,4.0,0.0
34,100035.0,1.0,0.0,1.0,0.75,0.008495799291142159,1.0,4.0,0.0
35,100036.0,0.0,1.0,1.0,0.07,0.184989138866534,1.0,4.0,0.0
36,100037.0,0.0,1.0,1.0,0.79,0.34410063798013846,1.0,4.0,0.0
37,100038.0,0.0,1.0,1.0,0.34,0.3314256273473515,1.0,4.0,0.0
38,100039.0,0.0,1.0,0.0,0.51,0.27716543949898104,1.0,4.0,0.0
39,100040.0,1.0,1.0,1.0,0.32,0.4700342453599846,1.0,4.0,0.0
40,100041.0,1.0,1.0,1.0,0.78,0.4639026330453401,1.0,4.0,0.0
41,100042.0,1.0,0.0,0.0,0.1,0.46721142379047115,1.0,4.0,0.0
42,100043.0,1.0,1.0,0.0,0.32,0.3711905586121512,1.0,4.0,0.0
43,100044.0,0.0,1.0,1.0,0.01,0.7765862233635135,1.0,4.0,0.0
44,100045.0,1.0,0.0,1.0,0.91,0.07562784437243054,1.0,4.0,0.0
45,100046.0,1.0,1.0,0.0,0.32,0.6932173480629932,1.0,4.0,1.0
46,100047.0,1.0,1.0,1.0,0.59,0.579426105058576,1.0,4.0,0.0
47,100048.0,0.0,0.0,0.0,0.96,0.13807891074279402,1.0,4.0,0.0
48,100049.0,1.0,0.0,1.0,0.01,0.6315969736493572,1.0,4.0,0.0
49,100050.0,0.0,0.0,1.0,0.42,0.37300411138253,1.0,4.0,0.0
50,100051.0,1.0,1.0,0.0,0.27,0.28340104428408186,1.0,4.0,0.0
51,100052.0,1.0,0.0,0.0,0.12,0.28969076937689636,1.0,4.0,0.0
52,100053.0,0.0,0.0,0.0,0.32,0.24738284686480985,1.0,4.0,0.0
53,100054.0,1.0,1.0,1.0,0.13,0.37355733560225657,1.0,4.0,0.0
54,100055.0,0.0,1.0,0.0,0.22,0.5081401513289653,1.0,4.0,0.0
55,100056.0,0.0,0.0,0.0,0.67,0.3143732697352292,1.0,4.0,0.0
56,100057.0,0.0,0.0,0.0,0.87,0.1476689228695075,1.0,4.0,0.0
57,100058.0,0.0,1.0,1.0,0.01,0.37491962501997983,1.0,4.0,0.0
58,100059.0,0.0,1.0,0.0,0.1,0.10803684780550736,1.0,4.0,0.0
59,100060.0,1.0,1.0,1.0,0.5,0.15110448040663257,1.0,4.0,0.0
60,100061.0,0.0,0.0,0.0,0.47,0.31968248907277946,1.0,4.0,0.0
61,100062.0,0.0,0.0,1.0,0.42,0.06854608742139046,1.0,4.0,0.0
62,100063.0,0.0,1.0,1.0,0.29,0.30610035924508205,1.0,4.0,0.0
63,100064.0,0.0,0.0,0.0,0.71,0.2141185282529301,1.0,4.0,0.0
64,100065.0,0.0,0.0,0.0,0.6,0.41686014531127846,1.0,4.0,0.0
65,100066.0,0.0,0.0,1.0,0.7,0.5963597185053006,1.0,4.0,0.0
66,100067.0,0.0,1.0,1.0,0.78,0.042452050810496675,1.0,4.0,0.0
67,100068.0,1.0,0.0,0.0,0.54,0.5254563625346224,1.0,4.0,0.0
68,100069.0,1.0,1.0,0.0,0.02,0.5518996187764297,1.0,4.0,0.0
69,100070.0,1.0,1.0,1.0,0.42,0.0694607978752775,1.0,4.0,0.0
70,100071.0,0.0,1.0,0.0,0.68,0.16676984294140443,1.0,4.0,0.0
71,100072.0,1.0,1.0,0.0,0.34,0.4056595231565351,1.0,4.0,0.0
72,100073.0,1.0,1.0,1.0,0.37,0.14602156432477273,1.0,4.0,0.0
73,100074.0,1.0,1.0,0.0,0.34,0.21971312904593712,1.0,4.0,0.0
74,100075.0,1.0,0.0,1.0,0.14,0.2892291496351776,1.0,4.0,0.0
75,100076.0,1.0,1.0,0.0,0.87,0.16887001298640755,1.0,4.0,0.0
76,100077.0,1.0,1.0,1.0,0.83,0.36902591179331284,1.0,4.0,0.0
77,100078.0,1.0,0.0,0.0,0.29,0.20954117186592833,1.0,4.0,0.0
78,100079.0,1.0,0.0,0.0,0.68,0.26116279083411126,1.0,4.0,0.0
79,100080.0,1.0,0.0,1.0,0.36,0.18515815660611154,1.0,4.0,0.0
80,100081.0,0.0,1.0,1.0,0.87,0.23836013871669454,1.0,4.0,0.0
